movie_title,year,genre,duration,director,description,avg_vote,reviews_from_users,reviews_from_critics
Scosse mortali,2000,"Action, Drama",92,Richard Friedman,L.A. is struck by a series of minor earthquakes. The experts don't know what's happening since their advanced systems didn't detect any seismic activities. Kimberly Stevenson is sent to ...,3.4,2.0,1.0
The Ladies Man,2000,Comedy,84,Reginald Hudlin,The,5.2,86.0,56.0
Sensual Friends,2001,Drama,93,Jay Madison,"Three married or engaged couples get together with a recently divorced friend at a private house to have a reunion. All three men lust after the divorceee, and lots of sex scenes ensue.",5.1,6.0,1.0
Very Mean Men,2000,"Comedy, Crime",93,Tony Vitale,"A bartender wants rid of an obnoxious drunk but not until the drunk has left a decent tip. So the bartender tells the story of two mobster families, the Minettis who work out of an Italian ...",5.9,3.0,1.0
100 ragazze,2000,"Comedy, Romance",94,Michael Davis,"Matt spends the night with a girl in an elevator during power outage in a girls' college dorm. He never sees her. Waking up in the morning, panties are all that's left of her. How does he find her in a building with 100 girls?",5.8,130.0,20.0
Dead Dog,2001,"Comedy, Drama, Thriller",90,Christopher Goode,"Tom is crushed when his dog Sophie is hit and killed by a car and angered that someone would drive away without any remorse. As time passes, Tom's anger becomes an obsession to make the hit and run driver pay for his crime.",5.7,3.0,
Dropping Out,2000,Comedy,109,Mark Osborne,"Emile Brockton, depressed by his monotonous life, decides to commit suicide, which proves to be just the beginning of his journey.",5.6,4.0,4.0
Ostaggi eccellenti,2000,Thriller,88,Lee Stanley,Five spoiled high-school students are kidnapped and held for ransom in a remote swamp area.,4.6,13.0,3.0
Road Trip,2000,Comedy,93,Todd Phillips,Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.,6.4,312.0,89.0
Route 666,2001,"Action, Horror, Thriller",86,William Wesley,"A federal witness runs away and a team of government agents track him down, but when they take a shortcut on the return trip, they're attacked by zombies.",4.4,56.0,24.0
Table One,2000,Comedy,90,Michael Bregman,Four successful New Yorkers in their 40s open a restaurant together to meet women. Their plans hit a snag when they discover the money they received from their investors might be dirty.,5.0,6.0,4.0
Nobody's Baby,2001,"Comedy, Drama",110,David Seltzer,"An outlaw, a waitress and her misfit neighbor come upon a baby in the midst of car wreckage. With his former partner in crime out to get him, the outlaw and his new friends put their lives on the line to protect the infant from danger.",6.3,22.0,5.0
Bamboozled,2000,"Comedy, Drama, Music",135,Spike Lee,"A frustrated African-American TV writer proposes a blackface minstrel show in protest, but to his chagrin it becomes a hit.",6.5,180.0,69.0
Baciato da un angelo,2000,"Comedy, Romance",97,Gregory C. Haynes,"A lawyer in his 30s named Danny still dreams about becoming a cowboy when his fiancée leaves him on the eve of their wedding ceremony. Fortunately, for him, not one, but two contrasting ...",6.0,11.0,1.0
Downward Angel,2001,Thriller,97,Kevin Lewis,Assasin John Hunter must infiltrate the notorious Guild and find the man responsible for his parents death.,4.6,4.0,3.0
Love Her Madly,2000,"Drama, Thriller",92,Ray Manzarek,Three men are dangerously obsessed with the same woman.,4.2,5.0,
Il 6° giorno,2000,"Action, Mystery, Sci-Fi",123,Roger Spottiswoode,Futuristic action film about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,5.9,309.0,158.0
Bad Girls,2005,"Comedy, Romance",84,John T. Kretchmer,"Three snobbish high school girls prematurely age brought on from a curse, a drug (or something) after the arrival of new transfer student whom they believe is connected to a murder they committed a year earlier. A fate worse than death.",3.5,10.0,3.0
Turn It Up,2000,"Crime, Drama, Action",86,Robert Adetuyi,"Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate ...",4.2,9.0,23.0
Prison Song,2001,"Crime, Drama",94,Darnell Martin,A young man lives and learns while growing up on the street and in and out of correctional facilities.,6.2,12.0,4.0
Second to Die,2002,Thriller,89,Brad Marlowe,Sara thought she'd finally found happiness when she escaped a life of poverty and abuse to marry Jim Bratchett. Sara's happiness is short-lived when she discovers that Jim has an invalid ...,5.6,9.0,3.0
Trois,2000,"Drama, Romance, Thriller",93,Rob Hardy,"Jermaine, a young struggling Atlanta lawyer, decides to spruce up his marriage with Jasmine, who's mentally recovering from an abusive previous relationship, by hiring Jade, a bisexual ...",4.1,20.0,2.0
Boricua's Bond,2000,Drama,105,Val Lik,"Can a young person in the South Bronx pursue a dream that isn't tied to crime, gang-banging, prostitution, violence, and racism? Tommy is a natural leader and a gifted artist. When Allen, a...",3.8,18.0,4.0
The Convent,2000,"Comedy, Fantasy, Horror",79,Mike Mendez,A group of college students break into an abandoned convent and become possessed by demonic spirits.,5.0,83.0,51.0
Dancing at the Blue Iguana,2000,"Drama, Mystery",123,Michael Radford,A non-glamorous portrayal of the lives of people who make their living at a strip club.,5.7,62.0,41.0
American School,2000,"Comedy, Romance",98,Amy Heckerling,"A college student, branded a loser by his roommates and booted from the dorm, falls in love with a coed who has eyes for their condescending professor.",5.3,168.0,87.0
Militia,2000,"Action, Adventure",89,Jim Wynorski,An ATF agent goes undercover to retrieve stolen anthrax missiles.,3.5,28.0,5.0
Pronti alla rissa,2000,"Comedy, Sport",107,Brian Robbins,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,5.4,104.0,56.0
Red Letters,2000,"Crime, Drama",103,Bradley Battersby,A college professor reluctantly hides an escaped female convict who tries to get him to help prove her innocent of a murder.,5.3,15.0,7.0
Searching for Paradise,2002,Drama,88,Myra Paci,"A young woman, coping with the death of her father, embarks on a quest to meet a Hollywood star with whom she has become obsessed.",5.4,10.0,1.0
Silver Man,2003,"Crime, Drama, Fantasy",98,Peter Foldy,A street performer fights a pathological man for his girlfriend's love.,4.8,6.0,
Unbreakable - Il predestinato,2000,"Drama, Mystery, Sci-Fi",106,M. Night Shyamalan,A man learns something extraordinary about himself after a devastating accident.,7.3,1500.0,340.0
Ablaze,2001,"Drama, Action, Thriller",97,Jim Wynorski,"An oil refinery blows up, causing a firestorm that threatens a hospital and everyone inside.",3.2,27.0,6.0
The Beatnicks,2001,Comedy,98,Nicholson Williams,"The Beat Nicks are musician Nick Nero and poet Nick Beat, a pair of self-styled truth-seekers who'd better find a gig or they'll be out on the street. Their luck begins to change when they ...",5.2,3.0,1.0
Black Friday,2001,Action,95,Darren Doane,Dean Campbell is a high-powered attorney who returns home from work to find his family being held hostage by terrorists.,3.2,20.0,6.0
Circuit,2001,"Drama, Romance",130,Dirk Shafer,"John, a gay Illinois small town cop moves to Los Angeles, hoping to fit into a place more welcoming of his sexuality. He soon discovers the ""circuit,"" where he meets an insecure hustler, who draws John into drug abuse and illicit sex.",5.7,33.0,22.0
Missione ad alto rischio,2001,"Action, Thriller",95,Fred Olen Ray,"Terrorists takes a nuclear facility hostage, to set off a meltdown the size of Chernobyl - throughout Southern California. Only one man, security agent Mike Jeffers, has what it takes to thwart the operation and divert the deadly attack.",3.5,14.0,6.0
An Everlasting Piece,2000,Comedy,103,Barry Levinson,"Colm (Barry McEvoy) is a Catholic, and George (Brian O'Byrne) is a poetry-loving Protestant. In Belfast, Northern Ireland in the 1980s, they could have been enemies, but instead, they ...",6.3,28.0,35.0
Get Your Stuff,2000,"Comedy, Drama",93,Max Mitchell,"A wealthy professional gay couple, who wish to adopt children, see their lives turned topsy turvy when they take in two misbehaving brothers, supposedly just for one night.",5.7,17.0,2.0
Soul survivors - Altre vite,2001,"Horror, Mystery, Thriller",84,Stephen Carpenter,A co-ed is caught between the world of the living and the dead.,3.9,188.0,68.0
The St. Francisville Experiment,2000,"Horror, Mystery, Thriller",79,Ted Nicolaou,Four young people spend a night in a haunted mansion.,4.1,113.0,24.0
Trappola negli abissi,2000,Action,95,Fred Olen Ray,Navy SEALs launch a rescue mission after terrorists plunge a jet carrying a missile-launching computer into the sea.,3.0,16.0,5.0
S.Y.N.A.P.S.E. - Pericolo in rete,2001,"Action, Crime, Drama",108,Peter Howitt,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,6.1,225.0,131.0
Campioni di razza,2000,Comedy,90,Christopher Guest,A colorful array of characters compete at a national dog show.,7.4,358.0,64.0
Mai dire sempre,2002,"Comedy, Romance",88,Walt Becker,A commitment-averse man frantically hits the dating scene after his girlfriend starts pressuring him to pop the question.,5.8,37.0,6.0
The Family Man,2000,"Comedy, Drama, Fantasy",125,Brett Ratner,"A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",6.8,363.0,118.0
The Night Larry Kramer Kissed Me,2000,"Comedy, Drama",81,Tim Kirkman,"When the seed of West Side Story's ""Somewhere"" is planted into the soul of a gay child, the quest of the film begins. Nine inter-connected scenes interpret this landmark theatrical event, ...",5.0,10.0,9.0
Redemption of the Ghost,2002,Drama,111,Richard Friedman,An escaped convict redeems himself through the love of two young children.,5.4,3.0,
Insieme per caso,2002,"Comedy, Drama, Musical",124,P.J. Hogan,"After her husband unexpectedly leaves her, Grace Beasley (Kathy Bates) spontaneously travels to Great Britain to attend the funeral of Victor Fox (Jonathan Pryce), a singer she adored. ...",6.8,75.0,9.0
Amici di... letti,2002,"Comedy, Romance",91,Jordan Brady,A romantic comedy about two trashy couples travelling to Reno to see a monster truck show.,5.5,45.0,21.0
Above Suspicion,2000,Drama,92,Stephen La Rocque,A fugitive from justice may also be a killer.,5.5,11.0,1.0
Auggie Rose,2000,"Drama, Mystery, Romance",109,Matthew Tabak,"An insurance salesman's humdrum existence takes a turn when a stranger, ex-con Auggie Rose, unexpectedly dies in his arms. Assuming the identity of the dead man, the salesman embarks on a ...",6.3,26.0,17.0
Dancing in September,2000,Drama,107,Reggie Rock Bythewood,A black female TV producer struggles in Hollywood.,6.1,8.0,7.0
Daybreak,2000,"Action, Adventure, Drama",94,Jean Pellerin,People are trying to find their way out of subway tunnel after a devastating earthquake.,4.0,8.0,2.0
Dracula's Legacy - Il fascino del male,2000,"Action, Fantasy, Horror",99,Patrick Lussier,"A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing.",4.9,370.0,128.0
The Gift - Il dono,2000,"Drama, Fantasy, Horror",112,Sam Raimi,A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.,6.6,350.0,151.0
Faccia a faccia,2000,"Comedy, Family, Fantasy",104,Jon Turteltaub,An unhappy and disliked image consultant gets a second shot at life when he is mysteriously confronted by an eight-year-old version of himself.,6.1,146.0,91.0
On the Borderline,2001,"Action, Drama, Thriller",93,Michael Oblowitz,"A young couple embark on a cross-country journey, only to run into trouble at the Texas/Mexico border.",4.8,6.0,1.0
Bandits,2001,"Comedy, Crime, Drama",123,Barry Levinson,Two bank robbers fall in love with the girl they've kidnapped.,6.5,277.0,136.0
Timecode,2000,"Drama, Romance",97,Mike Figgis,Four frames of simultaneous action that alternately follow a smitten lesbian lover as she obsesses over her partner's dalliances and the tense goings-on of a Hollywood film production company.,6.0,147.0,49.0
Briar Patch,2002,"Drama, Romance, Thriller",103,Zev Berman,A woman becomes immersed in a brutal love triangle when an unwelcomed admirer kills her abusive husband even though she's already having an affair.,5.7,26.0,6.0
Halloween - La resurrezione,2002,"Horror, Thriller",94,Rick Rosenthal,"Three years after he last terrorized his sister, Michael Myers confronts her again, before traveling to Haddonfield to deal with the cast and crew of a reality show which is being broadcast from his old home.",4.0,647.0,164.0
